Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2017,II,Erycina glossomystax,,Orchidales,Orchidaceae,Erycina,CZ,EC,,1,,live,,G,A
2017,II,Eulophia grandidieri,,Orchidales,Orchidaceae,Eulophia,CZ,MG,,2,,live,,G,A
2017,II,Eulophiella roempleriana,,Orchidales,Orchidaceae,Eulophiella,CZ,MG,,2,,live,,G,A
2017,II,Eurystyles cotyledon,,Orchidales,Orchidaceae,Eurystyles,CZ,EC,,2,,live,,G,A
2017,II,Fernandezia ionanthera,,Orchidales,Orchidaceae,Fernandezia,CZ,EC,,1,,live,,G,A
2017,II,Fernandezia maculata,,Orchidales,Orchidaceae,Fernandezia,CZ,EC,,1,,live,,G,A
2017,II,Fernandezia subbiflora,,Orchidales,Orchidaceae,Fernandezia,CZ,EC,,1,,live,,G,A
2017,II,Frondaria caulescens,,Orchidales,Orchidaceae,Frondaria,CZ,EC,,1,,live,,G,A
2017,II,Galeottia acuminata,,Orchidales,Orchidaceae,Galeottia,CZ,EC,,1,,live,,G,A
2017,II,Galeottia fimbriata,,Orchidales,Orchidaceae,Galeottia,CZ,EC,,1,,live,,G,A
2017,II,Graphorkis medemiae,,Orchidales,Orchidaceae,Graphorkis,CZ,MG,,2,,live,,G,A
2017,II,Huntleya burtii,,Orchidales,Orchidaceae,Huntleya,CZ,EC,,1,,live,,G,A
2017,II,Jumellea major,,Orchidales,Orchidaceae,Jumellea,CZ,MG,,2,,live,,G,A
2017,II,Kefersteinia ocellata,,Orchidales,Orchidaceae,Kefersteinia,CZ,EC,,1,,live,,G,A
2017,II,Koellensteinia graminea,,Orchidales,Orchidaceae,Koellensteinia,CZ,EC,,1,,live,,G,A
2017,II,Kuhlhasseltia javanica,,Orchidales,Orchidaceae,Kuhlhasseltia,CZ,EC,,1,,live,,G,A
2017,II,Laelia sanguiloba,,Orchidales,Orchidaceae,Laelia,CZ,EC,,1,,live,,G,A
2017,II,Lankesterella orthantha,,Orchidales,Orchidaceae,Lankesterella,CZ,EC,,2,,live,,G,A
2017,II,Lemurorchis madagascariensis,,Orchidales,Orchidaceae,Lemurorchis,CZ,MG,,2,,live,,G,A
2017,II,Lepanthes spp.,,Orchidales,Orchidaceae,Lepanthes,CZ,EC,,5,,live,,G,A
2017,II,Lepanthes aculeata,,Orchidales,Orchidaceae,Lepanthes,CZ,EC,,1,,live,,G,A
2017,II,Lepanthes elongata,,Orchidales,Orchidaceae,Lepanthes,CZ,EC,,1,,live,,G,A
2017,II,Lepanthes grandiflora,,Orchidales,Orchidaceae,Lepanthes,CZ,EC,,1,,live,,G,A
2017,II,Lepanthes lucifer,,Orchidales,Orchidaceae,Lepanthes,CZ,EC,,1,,live,,G,A
2017,II,Lepanthes zamorensis,,Orchidales,Orchidaceae,Lepanthes,CZ,EC,,1,,live,,G,A
2017,II,Lepanthopsis acetabulum,,Orchidales,Orchidaceae,Lepanthopsis,CZ,EC,,4,,live,,G,A
2017,II,Lepanthopsis acuminata,,Orchidales,Orchidaceae,Lepanthopsis,CZ,EC,,1,,live,,G,A
2017,II,Lepanthopsis ubangii,,Orchidales,Orchidaceae,Lepanthopsis,CZ,EC,,1,,live,,G,A
2017,II,Liparis imerinensis,,Orchidales,Orchidaceae,Liparis,CZ,MG,,2,,live,,G,A
2017,II,Liparis serpens,,Orchidales,Orchidaceae,Liparis,CZ,EC,,1,,live,,G,A
2017,II,Lycaste tricolor,,Orchidales,Orchidaceae,Lycaste,CZ,EC,,1,,live,,G,A
2017,II,Masdevallia cerastes,,Orchidales,Orchidaceae,Masdevallia,CZ,EC,,1,,live,,G,A
2017,II,Masdevallia guttulata,,Orchidales,Orchidaceae,Masdevallia,CZ,EC,,1,,live,,G,A
2017,II,Masdevallia lucernula,,Orchidales,Orchidaceae,Masdevallia,CZ,EC,,1,,live,,G,A
2017,II,Masdevallia mejiana,,Orchidales,Orchidaceae,Masdevallia,CZ,EC,,1,,live,,G,A
2017,II,Masdevallia murex,,Orchidales,Orchidaceae,Masdevallia,CZ,EC,,1,,live,,G,A
2017,II,Masdevallia portillae,,Orchidales,Orchidaceae,Masdevallia,CZ,EC,,3,,live,,G,A
2017,II,Masdevallia trifurcata,,Orchidales,Orchidaceae,Masdevallia,CZ,EC,,1,,live,,G,A
2017,II,Maxillaria fletcheriana,,Orchidales,Orchidaceae,Maxillaria,CZ,EC,,1,,live,,G,A
2017,II,Maxillaria witsenioides,,Orchidales,Orchidaceae,Maxillaria,CZ,EC,,1,,live,,G,A
2017,II,Microchilus anchorifer,,Orchidales,Orchidaceae,Microchilus,CZ,EC,,1,,live,,G,A
2017,II,Microchilus tridax,,Orchidales,Orchidaceae,Microchilus,CZ,EC,,2,,live,,G,A
2017,II,Microcoelia macrantha,,Orchidales,Orchidaceae,Microcoelia,CZ,MG,,2,,live,,G,A
2017,II,Miltonia spp.,,Orchidales,Orchidaceae,Miltonia,CZ,EC,,1,,live,,G,A
2017,II,Miltonia clowesii,,Orchidales,Orchidaceae,Miltonia,CZ,EC,,1,,live,,G,A
2017,II,Miltoniopsis bismarckii,,Orchidales,Orchidaceae,Miltoniopsis,CZ,EC,,1,,live,,G,A
2017,II,Miltoniopsis vexillaria,,Orchidales,Orchidaceae,Miltoniopsis,CZ,EC,,1,,live,,G,A
2017,II,Monophyllorchis spp.,,Orchidales,Orchidaceae,Monophyllorchis,CZ,EC,,2,,live,,G,A
2017,II,Myoxanthus spp.,,Orchidales,Orchidaceae,Myoxanthus,CZ,EC,,2,,live,,G,A
2017,II,Myoxanthus ceratothallis,,Orchidales,Orchidaceae,Myoxanthus,CZ,EC,,1,,live,,G,A
2017,II,Myoxanthus uxorius,,Orchidales,Orchidaceae,Myoxanthus,CZ,EC,,1,,live,,G,A
2017,II,Neobathiea spp.,,Orchidales,Orchidaceae,Neobathiea,CZ,MG,,2,,live,,G,A
2017,II,Octomeria bomboizae,,Orchidales,Orchidaceae,Octomeria,CZ,EC,,1,,live,,G,A
2017,II,Octomeria graminifolia,,Orchidales,Orchidaceae,Octomeria,CZ,EC,,1,,live,,G,A
2017,II,Octomeria grandiflora,,Orchidales,Orchidaceae,Octomeria,CZ,EC,,1,,live,,G,A
2017,II,Oeceoclades gracillima,,Orchidales,Orchidaceae,Oeceoclades,CZ,MG,,2,,live,,G,A
2017,II,Oeceoclades maculata,,Orchidales,Orchidaceae,Oeceoclades,CZ,EC,,1,,live,,G,A
2017,II,Oeonia rosea,,Orchidales,Orchidaceae,Oeonia,CZ,MG,,2,,live,,G,A
2017,II,Oncidium spp.,,Orchidales,Orchidaceae,Oncidium,SG,MY,,,4000,live,,G,A
2017,II,Oncidium hybrid,,Orchidales,Orchidaceae,Oncidium,SG,MY,,,50600,live,,G,A
2017,II,Oncidium hyphaematicum,,Orchidales,Orchidaceae,Oncidium,CZ,EC,,1,,live,,G,A
2017,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,SG,MY,,,92350,live,,G,A
2017,II,Pabstia modestior,,Orchidales,Orchidaceae,Pabstia,CZ,EC,,1,,live,,G,A
2017,II,Pabstiella piraquarensis,,Orchidales,Orchidaceae,Pabstiella,CZ,EC,,2,,live,,G,A
2017,II,Paraphalaenopsis denevei,,Orchidales,Orchidaceae,Paraphalaenopsis,JP,MY,,,3,cultures,,G,A
2017,II,Pelexia callifera,,Orchidales,Orchidaceae,Pelexia,CZ,EC,,1,,live,,G,A
2017,II,Peristeria lindenii,,Orchidales,Orchidaceae,Peristeria,CZ,EC,,1,,live,,G,A
2017,II,Peristeria pendula,,Orchidales,Orchidaceae,Peristeria,CZ,EC,,1,,live,,G,A
2017,II,Pescatoria spp.,,Orchidales,Orchidaceae,Pescatoria,CZ,EC,,1,,live,,G,A
2017,II,Platystele baqueroi,,Orchidales,Orchidaceae,Platystele,CZ,EC,,1,,live,,G,A
2017,II,Platystele hirtzii,,Orchidales,Orchidaceae,Platystele,CZ,EC,,1,,live,,G,A
2017,II,Pleurothallis spp.,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,4,,live,,G,A
2017,II,Pleurothallis aspergillum,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,1,,live,,G,A
2017,II,Pleurothallis canaligera,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,1,,live,,G,A
2017,II,Pleurothallis gargantua,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,1,,live,,G,A
2017,II,Pleurothallis medinae,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,1,,live,,G,A
2017,II,Pleurothallis neorinkei,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,1,,live,,G,A
2017,II,Pleurothallis perijaensis,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,2,,live,,G,A
2017,II,Pleurothallis perryi,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,1,,live,,G,A
2017,II,Pleurothallis phymatodea,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,1,,live,,G,A
2017,II,Pleurothallis teaguei,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,1,,live,,G,A
2017,II,Pleurothallis volans,,Orchidales,Orchidaceae,Pleurothallis,CZ,EC,,1,,live,,G,A
2017,II,Pleurothallopsis tubulosa,,Orchidales,Orchidaceae,Pleurothallopsis,CZ,EC,,2,,live,,G,A
2017,II,Polycycnis spp.,,Orchidales,Orchidaceae,Polycycnis,CZ,EC,,1,,live,,G,A
2017,II,Ponthieva gimana,,Orchidales,Orchidaceae,Ponthieva,CZ,EC,,1,,live,,G,A
2017,II,Ponthieva pilosissima,,Orchidales,Orchidaceae,Ponthieva,CZ,EC,,1,,live,,G,A
2017,II,Porroglossum schramii,,Orchidales,Orchidaceae,Porroglossum,CZ,EC,,2,,live,,G,A
2017,II,Renanthera spp.,,Orchidales,Orchidaceae,Renanthera,SG,MY,,,200,live,,G,A
2017,II,Renanthera hybrid,,Orchidales,Orchidaceae,Renanthera,SG,MY,,,6200,live,,G,A
2017,II,Restrepia chocoensis,,Orchidales,Orchidaceae,Restrepia,CZ,EC,,1,,live,,G,A
2017,II,Scuticaria salesiana,,Orchidales,Orchidaceae,Scuticaria,CZ,EC,,1,,live,,G,A
2017,II,Sobralia virginalis,,Orchidales,Orchidaceae,Sobralia,CZ,EC,,1,,live,,G,A
2017,II,Specklinia picta,,Orchidales,Orchidaceae,Specklinia,CZ,EC,,1,,live,,G,A
2017,II,Stanhopea tricornis,,Orchidales,Orchidaceae,Stanhopea,CZ,EC,,1,,live,,G,A
2017,II,Stelis brenneri,,Orchidales,Orchidaceae,Stelis,CZ,EC,,1,,live,,G,A
2017,II,Stelis imraei,,Orchidales,Orchidaceae,Stelis,CZ,EC,,1,,live,,G,A
2017,II,Stelis nexipous,,Orchidales,Orchidaceae,Stelis,CZ,EC,,1,,live,,G,A
2017,II,Stelis restrepioides,,Orchidales,Orchidaceae,Stelis,CZ,EC,,1,,live,,G,A
2017,II,Stelis segoviensis,,Orchidales,Orchidaceae,Stelis,CZ,EC,,1,,live,,G,A
2017,II,Telipogon andicola,,Orchidales,Orchidaceae,Telipogon,CZ,EC,,1,,live,,G,A
2017,II,Telipogon asuayanus,,Orchidales,Orchidaceae,Telipogon,CZ,EC,,2,,live,,G,A
2017,II,Trichocentrum pulchrum,,Orchidales,Orchidaceae,Trichocentrum,CZ,EC,,1,,live,,G,A
2017,II,Trichopilia rostrata,,Orchidales,Orchidaceae,Trichopilia,CZ,EC,,1,,live,,G,A
2017,II,Trichopilia suavis,,Orchidales,Orchidaceae,Trichopilia,CZ,EC,,1,,live,,G,A
2017,II,Trichosalpinx spp.,,Orchidales,Orchidaceae,Trichosalpinx,CZ,EC,,1,,live,,G,A
2017,II,Trisetella pantex,,Orchidales,Orchidaceae,Trisetella,CZ,EC,,2,,live,,G,A
2017,II,Vanda hybrid,,Orchidales,Orchidaceae,Vanda,SG,MY,,,16000,live,,G,A
2017,II,Vanilla madagascariensis,,Orchidales,Orchidaceae,Vanilla,CZ,MG,,2,,live,,G,A
2017,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,KZ,RU,,1,,live,,G,F
2018,I,Sclerocactus blainei,,Caryophyllales,Cactaceae,Sclerocactus,SG,AU,,10,,live,,G,D
2018,I,Sclerocactus cloverae,,Caryophyllales,Cactaceae,Sclerocactus,SG,AU,,10,,live,,G,D
2018,I,Sclerocactus sileri,,Caryophyllales,Cactaceae,Sclerocactus,SG,AU,,10,,live,,G,D
2018,I,Paphiopedilum appletonianum,,Orchidales,Orchidaceae,Paphiopedilum,SG,AU,,10,,live,,G,D
2018,I,Paphiopedilum godefroyae,,Orchidales,Orchidaceae,Paphiopedilum,SG,AU,,5,,live,,G,D
2018,I,Stangeria eriopus,,Cycadales,Stangeriaceae,Stangeria,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos altensteinii,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,10,live,,G,A
2018,I,Encephalartos aplanatus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,15,live,,G,A
2018,I,Encephalartos arenarius,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,43,live,,G,A
2018,I,Encephalartos barteri,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,10,live,,G,A
2018,I,Encephalartos bubalinus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,11,live,,G,A
2018,I,Encephalartos caffer,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos cerinus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos concinnus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos cupidus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,21,live,,G,A
2018,I,Encephalartos cycadifolius,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,5,live,,G,A
2018,I,Encephalartos dolomiticus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,17,live,,G,A
2018,I,Encephalartos dyerianus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos equatorialis,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,2,live,,G,A
2018,I,Encephalartos eugene-maraisii,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,22,live,,G,A
2018,I,Encephalartos ferox,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,22,live,,G,A
2018,I,Encephalartos friderici-guilielmi,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos ghellinckii,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,10,live,,G,A
2018,I,Encephalartos gratus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,10,live,,G,A
2018,I,Encephalartos heenanii,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,15,live,,G,A
2018,I,Encephalartos hildebrandtii,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos hirsutus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,2,live,,G,A
2018,I,Encephalartos horridus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos humilis,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,8,live,,G,A
2018,I,Encephalartos inopinus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,21,live,,G,A
2018,I,Encephalartos ituriensis,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,5,live,,G,A
2018,I,Encephalartos kisambo,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,9,live,,G,A
2018,I,Encephalartos laevifolius,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,22,live,,G,A
2018,I,Encephalartos lanatus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,21,live,,G,A
2018,I,Encephalartos latifrons,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,5,live,,G,A
2018,I,Encephalartos lebomboensis,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,22,live,,G,A
2018,I,Encephalartos lehmannii,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,22,live,,G,A
2018,I,Encephalartos longifolius,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,22,live,,G,A
2018,I,Encephalartos manikensis,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,17,live,,G,A
2018,I,Encephalartos middelburgensis,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,22,live,,G,A
2018,I,Encephalartos msinganus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,14,live,,G,A
2018,I,Encephalartos munchii,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,5,live,,G,A
2018,I,Encephalartos natalensis,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,22,live,,G,A
2018,I,Encephalartos ngoyanus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos nubimontanus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,22,live,,G,A
2018,I,Encephalartos paucidentatus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,15,live,,G,A
2018,I,Encephalartos princeps,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,21,live,,G,A
2018,I,Encephalartos pterogonus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,7,live,,G,A
2018,I,Encephalartos sclavoi,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,3,live,,G,A
2018,I,Encephalartos senticosus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos tegulaneus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,7,live,,G,A
2018,I,Encephalartos transvenosus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,20,live,,G,A
2018,I,Encephalartos trispinosus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,22,live,,G,A
2018,I,Encephalartos turneri,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,13,live,,G,A
2018,I,Encephalartos umbeluziensis,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,10,live,,G,A
2018,I,Encephalartos villosus,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,19,live,,G,A
2018,I,Encephalartos whitelockii,,Cycadales,Zamiaceae,Encephalartos,CN,ZA,,,2,live,,G,A
2018,II,Pachypodium rosulatum,,Gentianales,Apocynaceae,Pachypodium,FR,MG,,2,,live,,G,A
2018,II,Consolea macracantha,,Caryophyllales,Cactaceae,Consolea,US,CU,,,7,dried plants,,G,W
2018,II,Consolea moniliformis,,Caryophyllales,Cactaceae,Consolea,US,CU,,,3,dried plants,,G,W
2018,II,Cylindropuntia hystrix,,Caryophyllales,Cactaceae,Cylindropuntia,US,CU,,,2,dried plants,,G,W
2018,II,Dendrocereus nudiflorus,,Caryophyllales,Cactaceae,Dendrocereus,MX,CU,,,1,dried plants,,G,W
2018,II,Dendrocereus nudiflorus,,Caryophyllales,Cactaceae,Dendrocereus,US,CU,,,1,dried plants,,G,W
2018,II,Harrisia earlei,,Caryophyllales,Cactaceae,Harrisia,US,CU,,,3,dried plants,,G,W
2018,II,Harrisia eriophora,,Caryophyllales,Cactaceae,Harrisia,US,CU,,,4,dried plants,,G,W
2018,II,Harrisia gracilis,,Caryophyllales,Cactaceae,Harrisia,US,CU,,,3,dried plants,,G,W
2018,II,Leptocereus arboreus,,Caryophyllales,Cactaceae,Leptocereus,MX,CU,,,1,dried plants,,G,W
2018,II,Leptocereus arboreus,,Caryophyllales,Cactaceae,Leptocereus,US,CU,,,1,dried plants,,G,W
2018,II,Leptocereus assurgens,,Caryophyllales,Cactaceae,Leptocereus,MX,CU,,,3,dried plants,,G,W
2018,II,Leptocereus assurgens,,Caryophyllales,Cactaceae,Leptocereus,US,CU,,,3,dried plants,,G,W
2018,II,Leptocereus carinatus,,Caryophyllales,Cactaceae,Leptocereus,MX,CU,,,1,dried plants,,G,W
2018,II,Leptocereus carinatus,,Caryophyllales,Cactaceae,Leptocereus,US,CU,,,1,dried plants,,G,W
2018,II,Leptocereus scopulophilus,,Caryophyllales,Cactaceae,Leptocereus,MX,CU,,,1,dried plants,,G,W
2018,II,Leptocereus scopulophilus,,Caryophyllales,Cactaceae,Leptocereus,US,CU,,,1,dried plants,,G,W
2018,II,Leptocereus sylvestris,,Caryophyllales,Cactaceae,Leptocereus,MX,CU,,,3,dried plants,,G,W
2018,II,Leptocereus sylvestris,,Caryophyllales,Cactaceae,Leptocereus,US,CU,,,3,dried plants,,G,W
2018,II,Leptocereus wrightii,,Caryophyllales,Cactaceae,Leptocereus,MX,CU,,,1,dried plants,,G,W
2018,II,Leptocereus wrightii,,Caryophyllales,Cactaceae,Leptocereus,US,CU,,,1,dried plants,,G,W
2018,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,US,CU,,,4,dried plants,,G,W
2018,II,Melocactus curvispinus,,Caryophyllales,Cactaceae,Melocactus,US,CU,,,5,dried plants,,G,W
2018,II,Melocactus harlowii,,Caryophyllales,Cactaceae,Melocactus,US,CU,,,11,dried plants,,G,W
2018,II,Melocactus intortus,,Caryophyllales,Cactaceae,Melocactus,US,CU,,,1,dried plants,,G,W
2018,II,Melocactus matanzanus,,Caryophyllales,Cactaceae,Melocactus,US,CU,,,3,dried plants,,G,W
2018,II,Opuntia spp.,,Caryophyllales,Cactaceae,Opuntia,US,CU,,,2,dried plants,,G,W
2018,II,Opuntia stricta,,Caryophyllales,Cactaceae,Opuntia,US,CU,,,5,dried plants,,G,W
2018,II,Opuntia triacantha,,Caryophyllales,Cactaceae,Opuntia,US,CU,,,2,dried plants,,G,W
2018,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,MX,CU,,,1,dried plants,,G,W
2018,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,US,CU,,,1,dried plants,,G,W
2018,II,Selenicereus grandiflorus,,Caryophyllales,Cactaceae,Selenicereus,MX,CU,,,2,dried plants,,G,W
2018,II,Selenicereus grandiflorus,,Caryophyllales,Cactaceae,Selenicereus,US,CU,,,2,dried plants,,G,W
2018,II,Alluaudia procera,,Caryophyllales,Didiereaceae,Alluaudia,FR,MG,,2,,live,,G,A
2018,II,Didierea madagascariensis,,Caryophyllales,Didiereaceae,Didierea,FR,MG,,2,,live,,G,A
2018,II,Didierea trollii,,Caryophyllales,Didiereaceae,Didierea,FR,MG,,2,,live,,G,A
2018,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,CN,ZA,,,20,live,,G,A
2018,II,Aloe castanea,,Liliales,Liliaceae,Aloe,CN,ZA,,,20,live,,G,A
2018,II,Aloe marlothii,,Liliales,Liliaceae,Aloe,CN,ZA,,,20,live,,G,A
2018,II,Aloe striata,,Liliales,Liliaceae,Aloe,CN,ZA,,,20,live,,G,A
2018,II,Aloe suprafoliata,,Liliales,Liliaceae,Aloe,CN,ZA,,,20,live,,G,A
2018,II,Aloe tenuior,,Liliales,Liliaceae,Aloe,CN,ZA,,,20,live,,G,A
2018,II,Aerides spp.,,Orchidales,Orchidaceae,Aerides,GB,KH,,1,,live,,G,W
2018,II,Angraecum spp.,,Orchidales,Orchidaceae,Angraecum,CH,FR,,,1,cultures,,G,A
2018,II,Bulbophyllum spp.,,Orchidales,Orchidaceae,Bulbophyllum,GB,KH,,30,,live,,G,W
2018,II,Cleisostoma spp.,,Orchidales,Orchidaceae,Cleisostoma,GB,KH,,14,,live,,G,W
2018,II,Coelogyne spp.,,Orchidales,Orchidaceae,Coelogyne,GB,KH,,6,,live,,G,W
2018,II,Crepidium spp.,,Orchidales,Orchidaceae,Crepidium,GB,KH,,9,,live,,G,W
2018,II,Crepidium spp.,,Orchidales,Orchidaceae,Crepidium,GB,KH,,3,,specimens,,G,W
2018,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,GB,KH,,11,,live,,G,W
2018,II,Dendrobium hybrid,,Orchidales,Orchidaceae,Dendrobium,SG,MY,,,160650,live,,G,A
2018,II,Dendrobium parthenium,,Orchidales,Orchidaceae,Dendrobium,SG,MY,,,100,cultures,,G,A
2018,II,Eria spp.,,Orchidales,Orchidaceae,Eria,GB,KH,,13,,live,,G,W
2018,II,Goodyera spp.,,Orchidales,Orchidaceae,Goodyera,GB,KH,,5,,live,,G,W
2018,II,Goodyera spp.,,Orchidales,Orchidaceae,Goodyera,GB,KH,,1,,specimens,,G,W
2018,II,Habenaria spp.,,Orchidales,Orchidaceae,Habenaria,GB,KH,,4,,live,,G,W
2018,II,Lycaste virginalis,,Orchidales,Orchidaceae,Lycaste,CH,FR,,,1,cultures,,G,A
2018,II,Oncidium hybrid,,Orchidales,Orchidaceae,Oncidium,SG,MY,,,88100,live,,G,A
2018,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,GB,KH,,34,,live,,G,W
2018,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,GB,KH,,4,,specimens,,G,W
2018,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,KR,JP,,,95,live,,G,A
2018,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,SG,MY,,,148300,live,,G,A
2018,II,Phalaenopsis cornucervi,,Orchidales,Orchidaceae,Phalaenopsis,SG,MY,,,100,bark,,G,A
2018,II,Renanthera hybrid,,Orchidales,Orchidaceae,Renanthera,SG,MY,,,5500,live,,G,A
2018,II,Vanda hybrid,,Orchidales,Orchidaceae,Vanda,SG,MY,,,50,bark,,G,A
2018,II,Vanda hybrid,,Orchidales,Orchidaceae,Vanda,SG,MY,,,17100,live,,G,A
2018,II,Vanilla spp.,,Orchidales,Orchidaceae,Vanilla,GB,KH,,2,,live,,G,W
2018,II,Vanilla spp.,,Orchidales,Orchidaceae,Vanilla,GB,KH,,1,,specimens,,G,W
2018,II,Zygosepalum labiosum,,Orchidales,Orchidaceae,Zygosepalum,CH,FR,,,1,cultures,,G,A
2019,I,Nepenthes khasiana,,Nepenthales,Nepenthaceae,Nepenthes,SG,JP,,,1,live,,G,A
2019,I,Phragmipedium caudatum,,Orchidales,Orchidaceae,Phragmipedium,CZ,EC,,3,,live,,G,D
2019,I,Phragmipedium hirtzii,,Orchidales,Orchidaceae,Phragmipedium,CZ,EC,,2,,live,,G,D
2019,I,Phragmipedium lindenii,,Orchidales,Orchidaceae,Phragmipedium,CZ,EC,,1,,live,,G,D
2019,I,Phragmipedium roethianum,,Orchidales,Orchidaceae,Phragmipedium,CZ,EC,,1,,live,,G,D
2019,I,Phragmipedium schlimii,,Orchidales,Orchidaceae,Phragmipedium,CZ,EC,,3,,live,,G,D
2019,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,RU,DE,VE,,10,leather products (small),,G,W
2019,II,Dalbergia melanoxylon,,Fabales,Leguminosae,Dalbergia,US,DE,TZ,,2,wood product,kg,G,O
2019,II,Dalbergia sissoo,,Fabales,Leguminosae,Dalbergia,DE,IN,,1603.44,,wood product,kg,G,A
2019,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,CN,DE,GT,,10.38,wood product,kg,G,W
2019,II,Nepenthes pervillei,,Nepenthales,Nepenthaceae,Nepenthes,SG,JP,,,1,live,,G,A
2019,II,Acianthera aechme,,Orchidales,Orchidaceae,Acianthera,CZ,EC,,2,,live,,G,A
2019,II,Acianthera oscitans,,Orchidales,Orchidaceae,Acianthera,CZ,EC,,2,,live,,G,A
